age,monthly_income,savings,investment_amount,risk_level,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,recommendations
34,136878,1700,1000,0,15511.85,25.53,2.1,5.69,2.33,Fixed Deposit
40,129343,39000,22200,0,11340.01,34.95,4.55,4.95,2.4,Bonds
38,192710,13300,7800,2,22642.32,29.78,1.03,5.82,-2.5,Crypto
29,133301,9000,4000,1,19806.14,20.47,1.9,4.04,-0.35,Mutual Funds
41,131295,30900,18800,1,2578.82,30.11,4.0,2.67,1.39,ETFs
28,165829,10600,3200,1,11952.1,29.27,2.94,5.13,-0.54,Mutual Funds
37,39636,15200,11900,2,12646.52,37.93,4.25,2.46,-0.91,Crypto
22,184352,52800,22200,2,15116.47,35.24,1.0,1.82,-1.01,Crypto
19,29262,7500,5300,0,6272.26,29.42,4.64,4.53,0.47,Gold
42,85435,5000,3600,1,12617.84,20.25,4.71,4.19,3.92,ETFs
45,198283,9200,4000,1,14731.78,33.39,1.2,5.39,1.24,ETFs
32,190914,51200,19500,1,5273.29,27.26,0.65,5.81,-1.66,Mutual Funds
28,133583,36200,21700,0,13657.29,39.56,4.95,5.29,-0.94,Bonds
48,193051,16400,11000,1,8373.41,17.43,2.67,1.3,-0.4,ETFs
36,174269,33900,10500,1,3586.76,12.39,3.07,4.32,-1.29,Mutual Funds
18,46844,73800,29500,1,14368.86,12.1,3.27,4.92,-1.57,ETFs
22,69754,6700,5400,1,11052.75,29.2,4.05,5.91,1.12,ETFs
46,170229,12300,4600,0,12852.56,38.18,4.15,2.87,-0.75,Bonds
50,82129,13900,10600,0,4493.42,10.06,1.37,1.85,0.56,Bonds
21,45042,11300,8900,1,10042.34,31.77,1.56,5.26,2.67,ETFs
36,66665,25200,13600,0,11636.38,29.71,4.45,2.59,-0.79,Fixed Deposit
19,121953,17600,12000,0,9894.45,31.97,4.19,3.99,0.41,Bonds
20,163448,8900,4900,2,7946.37,20.66,3.28,2.95,-1.54,Real Estate
45,191626,60800,24900,1,20201.06,34.61,4.98,3.01,0.62,Index Funds
36,150271,16400,7900,0,11349.88,11.34,3.81,4.66,1.95,Fixed Deposit
23,123533,23900,12000,1,15312.56,32.66,1.47,2.81,1.87,Index Funds
50,187020,62600,20700,0,11920.58,18.01,4.31,4.47,0.06,Fixed Deposit
50,78781,98400,75800,1,12158.69,24.31,2.37,1.07,-0.78,ETFs
36,71262,20600,13800,1,1736.33,34.68,0.66,2.62,0.36,Mutual Funds
25,51600,17800,9600,1,6561.23,18.14,1.95,2.6,0.08,Mutual Funds
41,81898,46400,14800,1,14259.52,15.56,3.94,4.74,0.69,ETFs
50,198555,59900,28800,0,3953.0,30.44,4.82,2.57,-0.95,Fixed Deposit
44,154369,31100,14900,1,5702.78,26.0,1.74,4.17,-0.6,Mutual Funds
18,35448,16900,11700,1,5684.05,25.43,1.61,4.44,-0.33,Index Funds
50,31172,16800,8400,1,3828.22,17.7,3.04,4.29,1.0,Mutual Funds
45,178946,69800,41200,0,14901.24,11.05,4.15,4.02,1.2,Fixed Deposit
36,12657,32600,18300,1,15721.03,22.31,3.86,3.07,-0.65,ETFs
48,161497,12100,9100,1,9244.42,13.2,3.02,2.87,-1.73,Index Funds
34,162757,11700,6300,2,10020.84,37.18,3.34,3.82,0.54,Crypto
33,117855,18500,10200,0,16771.42,11.24,1.59,1.32,1.1,Bonds
18,160650,36600,11700,0,19374.84,22.95,2.45,5.38,-0.2,Gold
23,164903,54400,42400,1,15501.47,11.57,1.65,5.13,-1.07,Mutual Funds
43,12906,13700,7800,1,9655.89,12.87,4.48,2.73,-0.72,Mutual Funds
27,66413,23300,13700,0,7356.68,29.77,1.01,3.83,2.46,Bonds
41,59028,32500,20500,0,8527.33,29.41,3.56,5.66,0.33,Gold
32,12287,8000,6300,0,16587.28,10.99,1.67,2.36,1.52,Bonds
24,38660,19800,15600,2,10730.79,10.03,2.64,4.71,-1.2,Stocks
18,65504,26600,9300,1,15261.13,12.36,1.85,1.41,1.82,ETFs
40,195792,19800,6300,1,5619.91,32.89,1.95,3.62,1.34,Mutual Funds
40,107979,41500,29900,0,12754.25,27.54,1.67,5.42,-0.15,Bonds
22,39701,1200,900,1,17854.62,11.14,3.89,3.76,0.91,Index Funds
30,88300,5900,3200,1,6528.63,24.64,2.15,4.08,1.94,ETFs
22,153746,32200,10600,2,11884.17,31.36,3.77,5.54,-1.66,Stocks
50,88560,5000,3400,0,9097.09,36.07,2.55,4.58,-0.79,Fixed Deposit
21,159946,9500,3800,0,4389.59,38.02,2.96,4.48,0.79,Bonds
24,48642,37900,14000,0,1607.88,19.82,2.94,3.93,0.03,Gold
29,70160,36900,20300,0,6497.68,14.07,4.89,4.16,0.62,Gold
45,22602,59000,30700,0,9322.05,17.11,2.15,5.02,1.03,Bonds
38,108320,31500,19500,0,2194.39,33.29,1.43,5.9,0.75,Gold
38,93801,9300,3700,2,13187.61,39.14,4.6,4.98,-0.38,Crypto
47,30931,47800,36800,1,14058.27,23.99,1.29,4.54,-0.28,ETFs
25,99377,24200,16700,0,15795.8,19.16,4.25,1.68,2.33,Fixed Deposit
39,34192,24400,18300,0,9549.98,22.88,1.18,5.09,0.13,Gold
26,51542,99800,29900,1,8281.89,19.14,3.46,4.68,2.03,Mutual Funds
19,132015,62900,26400,0,10453.73,17.69,1.18,4.85,2.14,Gold
31,47520,54800,20800,2,9483.17,27.81,4.65,2.16,-1.17,Crypto
20,69772,54200,39000,0,13252.67,10.47,3.04,5.52,1.1,Fixed Deposit
31,194834,16900,6800,2,3310.65,17.79,1.98,1.49,-1.62,Real Estate
27,55106,34400,25800,0,11078.11,29.84,1.13,2.27,2.43,Bonds
22,86121,28400,14500,0,6179.57,10.96,2.17,4.32,0.28,Fixed Deposit
21,30559,65600,23600,1,12710.01,12.5,3.67,4.37,0.21,Mutual Funds
26,110595,13600,8800,1,10000.67,18.8,2.23,2.57,-1.3,ETFs
36,38742,9400,6000,0,7137.65,36.33,1.61,4.51,-0.91,Gold
42,74669,19700,9100,1,3410.74,32.95,3.1,2.94,0.34,Index Funds
33,157826,8300,2700,1,11174.72,10.66,2.38,1.0,0.14,Index Funds
26,140044,43800,14000,1,19113.74,25.05,1.25,1.81,-0.58,Mutual Funds
40,75831,30500,22900,0,19433.61,18.24,1.19,5.41,1.32,Gold
42,117217,49600,38200,1,5492.78,29.46,3.68,2.11,0.0,ETFs
50,46873,15400,9900,2,10472.13,31.65,4.89,1.56,-1.52,Crypto
39,111532,3700,2300,1,14280.37,35.89,1.55,4.41,1.08,Index Funds
21,131267,78700,29100,2,8347.68,24.26,3.98,3.2,-1.74,Stocks
49,145975,65700,22300,1,11331.17,39.83,0.89,4.98,-2.89,ETFs
35,139092,24000,18200,1,14627.36,39.4,2.22,5.31,0.14,ETFs
22,46755,58700,29900,2,14729.91,36.47,2.78,5.23,-1.55,Real Estate
49,90956,61800,31500,2,16449.66,27.25,1.71,2.57,0.27,Real Estate
39,91988,12000,7400,1,7952.08,21.94,2.88,3.53,1.22,Index Funds
41,50648,9200,4600,0,6954.16,20.93,4.47,4.25,1.48,Bonds
20,130991,19100,12200,0,11574.24,10.36,4.75,2.61,0.75,Bonds
28,145588,52500,36800,2,5520.5,17.48,0.95,1.21,-1.99,Crypto
45,120005,71200,52000,2,5563.29,31.56,1.72,3.48,-1.08,Stocks
40,7396,46100,26700,1,6468.73,28.11,4.91,1.06,0.01,Index Funds
21,89082,57200,17700,0,4267.2,37.49,1.72,5.75,0.02,Bonds
37,155201,23600,15800,2,13247.6,11.5,3.62,4.98,-1.41,Stocks
47,133322,55700,44000,0,10655.04,14.66,1.64,1.96,-0.69,Bonds
35,137663,3700,2100,0,9231.69,33.68,2.1,2.44,1.22,Gold
33,16303,6000,4400,0,7903.57,20.76,1.36,5.91,0.76,Gold
25,166633,50800,36600,1,15143.88,13.55,4.35,2.87,-0.46,ETFs
28,76719,33100,23200,1,2426.51,39.89,4.47,4.92,1.54,Mutual Funds
31,104616,75900,38000,1,12790.02,33.62,1.84,3.23,-1.99,ETFs
48,129165,4600,2500,0,19839.7,22.26,4.21,5.32,1.23,Fixed Deposit
47,91231,14900,10400,1,7282.76,34.7,2.11,4.52,1.03,ETFs
49,12314,9900,4200,1,13479.74,30.42,0.95,1.11,1.12,Mutual Funds
38,24623,40300,27400,0,15123.73,33.7,3.91,2.47,0.44,Bonds
33,110228,25800,15000,1,5497.09,34.46,3.18,3.79,-0.98,Mutual Funds
32,169202,22600,9700,1,8932.58,12.54,1.73,5.63,0.89,Mutual Funds
19,187828,19500,10900,0,8504.68,28.69,1.64,1.51,-0.62,Gold
38,102624,66100,44300,0,5336.53,10.2,4.89,4.01,0.31,Bonds
44,162364,5200,2900,1,13661.29,11.3,4.38,2.51,-1.09,ETFs
30,116785,23000,13300,1,15053.26,37.12,4.14,5.45,-0.52,ETFs
35,91206,9400,4400,0,12326.85,25.83,1.08,4.83,-0.21,Bonds
37,74274,51400,21100,0,4413.71,32.08,3.9,2.85,0.6,Gold
39,138541,10100,5300,1,3418.4,35.16,1.47,1.84,0.85,Index Funds
35,58947,52700,27400,1,14446.98,38.49,4.9,1.06,2.54,Mutual Funds
44,158606,3200,2000,0,1920.86,36.08,0.73,4.11,0.22,Bonds
20,199692,70200,50500,2,11582.66,24.5,2.08,3.03,-1.42,Real Estate
41,53874,12200,8700,1,9847.5,20.08,2.43,2.57,1.2,Mutual Funds
22,54708,1300,800,0,10283.51,14.63,4.21,5.93,0.51,Fixed Deposit
29,79553,2200,800,0,10622.22,22.01,3.95,3.33,-0.29,Gold
27,73344,7100,4500,0,8281.4,20.99,2.19,4.75,-0.6,Bonds
28,54138,10100,8100,2,8566.43,26.79,3.05,1.89,-0.93,Crypto
30,190374,30300,16400,1,6900.13,29.97,4.26,1.07,-0.98,ETFs
30,52638,27800,19500,2,16185.64,39.35,0.58,3.09,-1.83,Crypto
38,83249,19100,9000,2,17915.05,31.85,4.11,4.33,1.45,Stocks
29,110865,24000,7900,1,13310.79,29.31,4.76,3.53,0.65,Mutual Funds
37,7719,38100,17900,1,11967.67,20.05,0.64,5.45,0.14,ETFs
40,158962,5200,1600,1,15077.59,11.04,0.71,3.17,-0.93,Index Funds
27,172581,12300,5700,0,5599.48,18.64,2.05,2.56,1.63,Gold
19,47534,30500,18900,1,2095.92,33.05,0.89,5.58,-2.13,Index Funds
39,97241,8200,6600,1,6371.75,16.16,2.66,3.03,-0.2,ETFs
32,154859,22900,15600,1,20273.95,31.37,3.78,2.35,1.47,Index Funds
50,131209,82900,41500,1,8510.06,27.39,3.05,1.49,-2.99,Index Funds
35,184917,18200,6200,1,13636.51,15.16,1.38,4.97,0.26,ETFs
50,194004,55400,18800,0,17188.31,17.85,3.45,5.13,-0.99,Fixed Deposit
36,97124,9200,3500,1,15560.34,24.89,3.58,1.17,0.18,ETFs
33,96659,65100,48800,0,19104.88,22.55,4.7,2.79,-0.56,Fixed Deposit
42,169134,17000,7700,1,1947.0,33.36,1.16,4.75,0.89,Mutual Funds
48,80713,22500,9500,0,8170.68,32.03,3.62,5.73,1.85,Fixed Deposit
25,196533,9800,4800,2,16966.55,27.24,4.6,2.89,3.77,Crypto
29,80418,79000,63200,0,5111.17,34.67,2.76,5.36,-0.17,Fixed Deposit
26,133232,34000,16300,0,7752.82,26.88,2.13,2.97,1.11,Bonds
24,170904,27200,10900,0,10560.32,38.93,1.27,1.9,0.51,Bonds
39,168038,19100,12800,1,5296.26,16.52,4.4,1.02,0.62,ETFs
46,149059,46500,17700,1,10863.52,31.42,2.27,2.65,2.21,Index Funds
37,173383,21000,11100,2,12041.32,21.1,4.66,2.89,-1.03,Stocks
46,36575,12700,9700,1,3748.36,18.37,4.31,5.73,-0.54,ETFs
36,68852,11300,8600,0,9376.15,15.41,2.19,2.03,-0.26,Fixed Deposit
32,137079,12100,7000,1,6125.69,26.58,3.08,2.91,-1.48,ETFs
19,81242,5200,2600,0,12874.06,16.46,0.62,1.13,0.0,Fixed Deposit
39,183589,34700,12100,0,4861.18,16.01,1.68,4.82,0.99,Bonds
27,34257,33500,24100,0,14802.25,39.72,3.7,5.58,1.24,Fixed Deposit
41,178279,44000,22900,1,6809.8,34.05,3.55,2.19,-0.28,ETFs
43,149353,65800,52600,0,4329.4,32.45,2.09,3.14,1.71,Bonds
24,66246,27600,8600,2,8015.09,33.82,4.14,1.61,-3.11,Crypto
18,6435,4400,1500,1,10163.05,39.07,1.56,3.28,3.49,Mutual Funds
43,96357,22600,17400,0,7389.62,27.2,2.58,1.67,0.85,Gold
47,162732,7100,4300,0,18641.07,16.61,2.63,3.62,-0.65,Fixed Deposit
46,141156,8600,6400,0,9845.86,35.87,2.03,4.67,0.69,Fixed Deposit
27,149579,25700,17500,0,4377.67,32.28,4.8,3.77,-0.23,Bonds
39,88807,10900,7200,2,2292.62,22.43,3.64,2.23,-3.13,Stocks
24,181611,37700,20700,0,11153.23,24.21,2.93,2.77,0.07,Gold
36,120953,87500,57800,0,8822.33,22.34,2.8,4.19,1.37,Bonds
35,143563,9800,7500,0,6364.29,37.9,1.22,3.95,1.45,Gold
19,186264,1500,1100,1,12301.89,20.31,2.17,1.68,0.38,Mutual Funds
24,128797,4000,1300,1,6210.29,38.9,3.53,5.22,1.44,ETFs
28,68888,17100,11100,1,21290.92,37.31,4.66,3.38,0.65,ETFs
32,78609,40600,29600,0,6360.47,28.92,4.17,1.81,0.33,Fixed Deposit
32,14077,21800,10000,2,5336.86,27.39,1.85,1.61,-1.03,Real Estate
42,25953,26500,16200,0,14331.94,21.1,2.45,5.83,-0.52,Gold
23,119682,17100,6700,0,7268.68,10.55,0.87,2.41,-0.38,Fixed Deposit
24,72889,25500,18900,1,13042.16,13.83,0.96,5.54,0.43,Index Funds
40,159893,1400,500,0,6427.5,32.63,2.62,3.05,1.2,Bonds
33,173639,14100,8000,0,10731.18,24.15,2.89,2.93,-0.92,Fixed Deposit
35,120374,39700,23800,1,17784.02,14.5,1.69,4.5,-2.09,Mutual Funds
19,29860,18200,6000,1,1915.5,17.92,3.39,1.05,2.16,Mutual Funds
41,157267,32200,25100,1,12729.41,38.44,3.67,2.69,-1.45,ETFs
20,82475,18100,7100,1,10079.06,21.01,1.85,2.51,0.74,ETFs
18,92266,42800,23100,2,16905.37,37.23,3.91,5.34,0.38,Stocks
43,157499,52000,35900,0,9454.23,19.14,1.43,3.65,-0.52,Gold
41,105732,67100,49700,1,15425.81,26.3,2.95,2.82,0.91,ETFs
45,32083,14500,9100,1,2308.52,10.61,4.12,2.33,-1.81,ETFs
18,62372,34300,11700,0,5445.4,25.66,2.92,3.95,2.45,Fixed Deposit
30,128786,35400,18400,1,14941.96,29.11,4.59,1.76,3.95,Mutual Funds
25,180136,9400,6500,0,12198.31,17.03,0.76,2.23,1.85,Fixed Deposit
26,12813,3100,1200,2,1530.25,27.37,3.15,2.47,-1.22,Real Estate
27,36598,5300,3200,1,9252.72,29.42,3.03,4.04,-3.49,ETFs
30,98106,77400,27900,0,9463.29,30.61,3.47,2.87,0.72,Gold
24,32082,18700,7500,1,7277.9,33.29,4.25,3.53,-1.94,Mutual Funds
25,34241,15300,5700,1,5726.17,19.34,3.77,4.25,-0.62,Mutual Funds
18,180641,15200,6500,1,11398.6,27.03,4.06,5.78,2.28,Index Funds
38,16745,49700,19900,2,12262.37,39.45,1.8,4.82,2.44,Stocks
43,31029,72300,36900,2,17235.25,36.94,2.24,3.03,2.6,Crypto
18,149097,38500,26200,0,14026.91,38.58,3.32,4.74,0.15,Fixed Deposit
34,128395,41300,13600,0,7554.1,21.58,2.99,5.75,1.34,Gold
41,150360,30800,17900,2,6512.39,33.61,4.82,3.5,-2.99,Crypto
41,94186,3100,1800,2,13111.72,28.6,1.34,3.05,-2.25,Stocks
25,142612,4800,2800,0,8249.96,12.48,2.08,1.39,-0.43,Gold
48,102768,41200,19000,1,19706.67,34.72,3.08,5.46,1.26,Mutual Funds
36,46846,4200,2300,0,5968.22,30.31,4.41,2.23,-0.64,Fixed Deposit
35,80932,5500,1700,0,11199.47,15.97,4.68,1.32,1.2,Gold
30,153554,58900,29500,1,7327.72,12.39,2.01,3.69,-1.73,ETFs
39,28411,29300,10800,1,5071.65,35.11,0.8,5.23,0.15,Mutual Funds
45,187047,7100,3000,0,2166.76,12.37,2.4,3.03,0.82,Fixed Deposit
35,196617,12500,8900,1,2506.53,12.74,2.27,4.92,1.14,Mutual Funds
42,83797,17700,11900,1,3980.62,22.82,4.94,5.18,-0.68,Index Funds
40,57307,51600,20600,1,12385.08,14.04,2.44,3.27,0.04,ETFs
43,139165,33100,21800,1,14351.49,37.41,1.88,3.95,-2.31,ETFs
36,27042,38800,27200,0,13708.02,24.11,2.14,3.67,-0.16,Fixed Deposit
29,57930,21500,17000,1,5230.86,27.07,2.29,5.7,1.62,Index Funds
23,180485,34200,27000,1,4493.96,37.84,4.2,4.63,-0.39,ETFs
37,102883,16700,5200,1,3928.74,25.91,0.86,5.63,-1.12,Index Funds
22,38756,15500,8100,0,6599.41,20.61,1.92,2.1,1.17,Bonds
26,58268,9300,5200,0,8657.06,33.91,4.85,2.55,3.43,Bonds
32,175286,46300,25900,0,8760.73,23.29,1.19,1.35,3.26,Fixed Deposit
49,164674,11500,8900,1,5210.4,19.55,3.84,3.5,0.39,Mutual Funds
50,189403,49400,19300,0,3778.07,31.7,2.1,5.37,1.16,Bonds
48,53901,39900,12000,1,781.06,34.05,3.12,2.63,2.46,Mutual Funds
46,104986,24200,15500,1,5275.38,33.75,0.95,1.64,0.36,ETFs
28,199488,12900,6500,1,11662.15,39.33,1.88,1.34,0.69,Mutual Funds
44,168268,4800,3000,2,9126.61,33.6,2.75,3.24,-0.48,Crypto
18,133386,28800,10400,1,8681.85,33.1,1.54,1.82,3.55,ETFs
34,10626,16300,9900,1,10898.79,35.72,2.94,2.73,1.08,ETFs
23,143496,4700,2100,0,20110.48,10.01,1.49,5.1,-0.4,Fixed Deposit
37,17857,44500,21800,0,22970.22,20.87,3.43,2.92,-0.86,Bonds
26,156054,22900,12800,2,13082.29,32.13,4.57,4.05,-2.79,Stocks
26,138052,72000,22300,2,7270.28,27.99,0.88,3.51,-2.37,Real Estate
26,184362,26600,15400,1,10514.41,15.33,1.47,4.59,-1.09,Index Funds
27,31431,6500,2900,0,13208.49,19.11,4.3,1.78,1.39,Bonds
18,89976,22200,14900,1,953.87,20.1,3.34,5.6,0.49,Mutual Funds
25,87711,20800,16600,2,9964.53,27.03,0.85,4.22,-1.88,Crypto
27,31385,38900,12400,1,13172.65,34.95,2.69,2.35,-1.39,ETFs
38,174230,18000,9900,0,8582.94,37.97,1.44,1.62,0.42,Bonds
27,159091,84100,55500,0,1979.69,32.5,1.4,1.75,2.51,Gold
27,23639,34300,18500,2,2258.44,35.29,4.73,4.91,-1.65,Crypto
20,90530,40600,27200,1,9618.37,24.1,3.93,3.94,0.69,Mutual Funds
48,26563,15800,10100,1,4583.19,21.69,3.63,2.9,-0.67,Mutual Funds
49,175413,13400,7800,1,11386.34,21.78,1.58,2.66,-0.62,ETFs
19,120672,67100,53700,1,13994.16,28.48,1.03,5.28,-1.76,Index Funds
32,141848,57100,34300,0,4476.09,13.73,4.42,5.37,0.94,Gold
43,172516,10300,6900,0,14597.44,27.38,0.53,3.91,-0.73,Gold
18,144783,28600,18600,1,7935.73,29.95,2.25,3.62,-0.53,Mutual Funds
27,87970,20800,10200,0,4524.83,23.17,1.75,5.08,1.48,Fixed Deposit
20,90553,40300,12900,1,18732.73,38.6,3.07,4.75,1.55,Mutual Funds
35,166779,15800,4700,2,12736.74,28.25,1.63,3.0,-1.09,Crypto
24,175182,14100,9000,0,11379.92,16.6,1.9,1.41,0.45,Gold
28,197860,46800,19700,0,21836.5,24.38,4.33,4.84,1.36,Gold
46,87879,7500,5900,1,11486.09,30.26,3.21,1.84,-0.28,ETFs
49,174899,62000,31000,1,13733.06,19.71,1.16,1.08,1.01,Mutual Funds
32,141727,68100,33400,1,9737.42,12.39,3.77,5.22,-0.48,Index Funds
25,49859,4000,3200,1,18561.07,27.5,1.43,3.89,-0.52,ETFs
31,189697,65200,39100,2,21423.76,38.44,2.45,5.46,-1.4,Crypto
29,57098,13100,10500,1,12268.53,24.55,3.41,3.42,2.57,Mutual Funds
34,151323,15400,8500,0,4040.17,37.18,1.72,5.63,-0.73,Bonds
50,127413,2400,1400,1,9578.65,35.05,2.23,2.77,-1.2,ETFs
19,5526,21100,6300,2,9316.02,14.42,3.8,4.62,-1.57,Stocks
32,73760,78300,25800,1,7153.61,31.25,4.72,2.5,0.13,ETFs
34,52837,17200,12000,1,15360.95,23.06,2.88,1.01,-1.53,Mutual Funds
29,16536,65000,27300,2,3868.04,17.51,0.54,2.9,-1.07,Real Estate
24,33541,56300,32100,1,10098.37,30.61,2.02,4.69,1.2,ETFs
35,84083,42700,13200,0,15559.11,32.28,2.29,1.75,0.67,Gold
36,187099,15700,12600,2,10999.94,15.4,2.03,3.52,-2.02,Real Estate
21,39531,78900,58400,1,2542.39,37.43,2.46,2.06,1.09,Mutual Funds
41,13712,44000,30400,0,10763.07,32.53,3.35,1.37,0.05,Gold
30,109101,4200,3200,1,10088.11,38.0,1.05,4.09,1.71,ETFs
25,70455,2200,1300,0,1813.09,19.51,1.73,5.76,2.13,Bonds
29,79744,12900,8300,1,15577.73,38.18,2.78,2.55,-2.41,Index Funds
28,134749,67600,23000,1,8546.11,21.06,1.92,3.9,1.15,Index Funds
25,10109,48900,24500,0,18098.49,11.62,4.96,5.77,2.45,Bonds
20,54268,11900,6000,0,9715.06,32.89,2.44,4.25,0.31,Bonds
21,59615,89800,31400,1,14301.72,31.11,4.41,4.37,1.03,ETFs
36,87503,68900,29600,1,5415.62,27.94,4.53,1.89,0.34,Mutual Funds
46,165831,4200,3100,0,6636.34,24.7,4.26,3.46,1.47,Gold
21,90708,17800,13900,1,10408.62,10.96,0.71,2.84,0.58,ETFs
44,196184,14200,6000,1,14226.82,28.74,4.76,3.35,-3.03,ETFs
21,107471,19400,13000,1,1290.02,22.51,1.08,5.0,-0.18,Mutual Funds
18,162661,20100,13500,0,11649.5,26.81,0.65,3.3,-0.28,Fixed Deposit
50,166087,11300,8800,1,12652.46,22.88,2.36,1.31,1.07,Mutual Funds
40,165081,5000,2500,1,4054.93,38.98,1.38,5.53,1.77,ETFs
24,88309,9600,7200,1,1196.26,28.12,1.33,3.72,-0.34,ETFs
26,131446,43400,33000,1,5124.36,32.48,1.8,5.62,-1.84,Index Funds
20,198118,4500,3200,1,10689.99,38.09,1.62,3.86,0.46,ETFs
28,111661,38100,30100,1,3268.02,27.75,3.58,1.35,-1.16,Index Funds
29,162215,39100,30500,0,7418.48,10.36,1.34,3.76,-0.91,Fixed Deposit
19,11154,15600,10600,0,9148.49,11.03,2.94,3.88,3.57,Fixed Deposit
36,157876,23600,8700,1,11135.78,31.07,4.94,2.07,-1.02,Index Funds
24,177760,56700,35200,2,7010.01,18.37,2.45,3.36,-2.35,Stocks
37,69288,50300,35700,0,8101.99,27.38,3.39,3.3,0.91,Bonds
22,56195,31300,12800,1,19777.15,16.07,4.86,4.11,1.06,ETFs
44,25581,9500,5300,0,14346.75,18.11,1.12,2.3,1.32,Bonds
43,188720,31000,15500,1,14971.38,25.14,2.38,3.91,1.26,Mutual Funds
21,35087,24500,13500,0,9261.27,39.27,4.33,2.2,0.22,Fixed Deposit
48,186002,76800,24600,1,8336.5,28.49,4.7,3.23,0.23,ETFs
31,169053,57900,34200,2,13791.7,38.08,3.21,1.61,1.41,Crypto
27,74298,69600,43200,1,3739.89,38.78,1.15,1.19,2.41,ETFs
30,51167,7000,2500,2,3298.57,16.24,4.56,2.6,-1.89,Real Estate
24,179480,29900,22400,1,10835.35,19.34,1.29,2.37,-0.91,Mutual Funds
27,44499,65100,51400,1,5250.09,33.1,2.09,3.03,0.94,Mutual Funds
28,130816,27000,14600,0,5764.67,36.0,2.19,5.81,0.38,Fixed Deposit
48,188341,30100,18100,1,18706.45,25.58,2.51,3.61,-2.69,Index Funds
29,174631,79300,41200,0,3882.73,39.8,4.06,3.77,-0.86,Bonds
31,101347,8600,5800,0,2702.99,10.35,4.11,5.71,0.45,Fixed Deposit
20,53787,11100,4300,0,2320.71,18.99,3.74,5.61,0.02,Gold
22,40488,75000,54000,0,10664.22,28.69,0.6,5.42,-0.54,Fixed Deposit
32,79441,29700,14300,0,10515.44,24.08,3.04,1.49,3.52,Fixed Deposit
46,27431,57800,33500,1,7765.06,13.5,3.86,4.17,-0.04,ETFs
36,66681,24200,13600,0,9085.12,21.03,2.5,5.04,0.35,Fixed Deposit
37,199555,17800,7100,0,13376.4,10.76,4.75,5.18,0.2,Fixed Deposit
46,127720,3500,1900,0,12962.25,29.28,4.21,3.89,0.32,Bonds
29,54153,19700,13800,0,15149.16,36.78,3.37,1.09,0.06,Fixed Deposit
27,11368,15300,4900,1,12873.81,36.55,0.78,5.87,-3.12,ETFs
22,163496,9200,5200,1,12813.76,30.99,3.44,3.36,-1.49,Index Funds
33,117360,16600,9600,1,4222.14,23.97,4.6,2.97,-0.47,Mutual Funds
41,181076,47100,30600,1,11872.53,25.36,2.21,2.97,1.22,ETFs
30,117755,64000,33900,0,2635.61,14.11,4.27,3.12,-0.45,Fixed Deposit
37,61985,57800,20800,1,10603.15,20.23,1.91,2.21,-1.25,Mutual Funds
27,55069,23400,7500,0,12346.95,15.63,3.07,2.64,1.42,Gold
35,57326,24000,12500,0,8172.32,34.64,3.42,5.93,2.03,Gold
47,113737,1700,1300,2,2440.34,37.44,3.55,2.84,-2.3,Stocks
22,159470,47600,34700,1,9806.38,26.11,4.47,3.63,0.15,Mutual Funds
37,55861,6200,3200,1,15952.18,31.83,1.56,5.24,-4.01,ETFs
21,80897,39300,15700,1,9246.25,13.64,1.68,3.64,-0.47,Mutual Funds
23,132118,16500,5100,2,17941.54,28.26,3.67,2.62,2.83,Stocks
44,73577,14400,9800,1,13070.4,31.08,1.3,3.62,0.14,Index Funds
34,14078,30000,12000,1,15345.18,23.58,2.59,1.57,-2.07,Index Funds
39,161075,17400,9000,2,17704.53,17.3,0.59,1.65,-2.03,Real Estate
21,67768,20600,8900,1,12731.39,36.32,1.13,4.47,-1.4,Mutual Funds
28,56047,43500,27000,1,5227.75,32.29,3.55,5.59,-1.01,Mutual Funds
32,76626,14700,5600,2,3422.02,37.0,3.86,4.63,-2.84,Stocks
35,62660,57100,42800,0,9614.64,34.55,1.02,1.37,0.49,Gold
20,185858,10200,6700,0,2594.6,39.71,1.52,3.01,0.82,Gold
30,137997,58200,40200,1,21738.62,15.77,0.95,1.01,-0.53,Mutual Funds
26,122832,44100,26000,0,9449.22,12.6,2.45,3.56,3.07,Fixed Deposit
50,135406,56100,33100,0,18492.35,20.11,1.07,1.97,-0.64,Gold
30,130150,22600,7500,0,7931.99,13.87,2.47,5.34,1.8,Gold
18,162087,50700,37500,2,14195.27,25.69,3.79,1.52,-2.08,Stocks
41,38320,16600,5000,1,22420.51,28.99,3.58,1.01,0.45,ETFs
47,69881,40400,21800,1,11359.52,27.35,1.76,3.26,0.68,Mutual Funds
41,95827,24800,8400,1,13785.33,17.78,3.53,1.78,-1.07,ETFs
31,107215,27200,20700,1,3088.48,37.26,4.67,4.69,0.25,Mutual Funds
28,162361,51700,41400,1,11967.21,10.64,2.06,5.6,-1.08,Index Funds
45,139461,43500,24800,1,5523.58,20.44,1.98,1.21,-0.47,ETFs
50,161755,18400,9400,1,18723.38,31.57,3.07,2.98,-0.42,Mutual Funds
30,149701,49300,17300,2,10942.63,33.01,1.6,5.98,-2.11,Stocks
33,66550,43400,21300,0,12424.53,22.48,3.43,4.66,0.78,Fixed Deposit
45,29826,77800,25700,0,11900.86,10.51,4.25,5.77,0.89,Gold
